timestamp,run_id,doc_length_chars,num_chunks,params.top_n,params.top_k,params.min_score,params.rerank_enabled,params.retrieve_only,flags.guardrail_triggered,flags.rerank_fallback_used,timings_ms.chunking_ms,timings_ms.embed_doc_ms,timings_ms.embed_query_ms,timings_ms.retrieve_ms,timings_ms.rerank_ms,timings_ms.generate_ms,timings_ms.validate_ms,timings_ms.total_ms,errors.error_stage,errors.status_code,errors.error_message_short,citation_valid,cited_ids_count,cost.prompt_chars,cost.context_chars,cost.answer_chars,cost.prompt_tokens,cost.context_tokens,cost.answer_tokens
2026-02-13T06:56:11+00:00,60a3558f4f07423cb9da2f3ea2037b5c,3080,4,8,5,0.15,True,False,False,False,0,0,0,0,0,0,0,0,client_init,,Missing GEMINI_API_KEY env var.,False,0,28,0,0,,,
